key,0,1
#,,
offset,0,4
Int32,String,String
0,"TEXT_BANALL030_01469_SEQ_00","Voyce semble encore avoir une chose en lien avec les Sylphes à vous demander."
1,"TEXT_BANALL030_01469_SEQ_01","Voyce vous a chargé<hex:020808E905FF02>e<hex:FF01><hex:03> de continuer votre enquête sur la disparition des cosses sylphes. Pour cela, il vous suggère d'aller interroger Guston, une de ses con<hex:02160103>nais<hex:02160103>san<hex:02160103>ces, au Dauphin noyé de Limsa Lominsa. L'homme connaîtrait en effet bien la région de la Noscea, prochaine cible dans cette série d'incidents d'après ce que vous a dit Sylvie. Allez voir l'homme et remettez-lui la lettre que Voyce vous a confiée à cette occasion."
2,"TEXT_BANALL030_01469_SEQ_02","Vous avez remis la lettre de Voyce à Guston, son vieil ami. D'après ce qu'il a entendu dire, quelqu'un cherchait un bateau pouvant l'amener à Demipierre, en plein territoire sahuagin. Allez interroger son fils Robyn pour en savoir plus. "
3,"TEXT_BANALL030_01469_SEQ_03","Vous avez interrogé Robyn comme Guston vous l'avait suggéré. Le jeune garçon vous a confirmé avoir vu un homme à la recherche d'une embarcation pour se rendre à la Couvée de Novv. Retournez-y pour parler à Novv, et profitez-en pour lui apporter <hex:023313FF0A>EventItem<hex:03F61E89A5020203> que Robyn a préparé pour lui. "
4,"TEXT_BANALL030_01469_SEQ_04","Vous avez retrouvé Novv, en apportant <hex:023313FF0A>EventItem<hex:03F61E89A5020203> préparé par Robyn. Mais vos retrouvailles ont été interrompues par une mauvaise nouvelle<hex:021D0103>: le plus jeune fils de Novv, Bouu, a été enlevé lui aussi. Cherchez une piste dans l'îlet d'Ombrelune, où l'incident a eu lieu. Pahh le dresseur vous prêtera un de ses elbsts pour vous y rendre. "
5,"TEXT_BANALL030_01469_SEQ_05","Une fois sur l'îlet, vous avez juste eu le temps d'entrevoir le coupable en train de s'enfuir à bord de sa barque. Novv a pris d'assaut l'embarcation pour délivrer son fils, mais a été surpris par la volée de dagues qui l'a reçu, et est passé par-dessus bord, blessé. Seww l'a secouru<hex:021D0103>; à présent allez à son chevet à la Couvée. "
6,"TEXT_BANALL030_01469_SEQ_06","Vous avez retrouvé Novv à la Couvée. Après les Sylphes, ce sont maintenant les Sahuagins qui ont été victimes d'un enlèvement que même le grand guerrier Novv n'a pas réussi à empêcher. Qui peut bien être responsable de ces étranges incidents, et quelle en est la raison<hex:021D0103>?"
7,"TEXT_BANALL030_01469_SEQ_07",""
8,"TEXT_BANALL030_01469_SEQ_08",""
9,"TEXT_BANALL030_01469_SEQ_09",""
10,"TEXT_BANALL030_01469_SEQ_10",""
11,"TEXT_BANALL030_01469_SEQ_11",""
12,"TEXT_BANALL030_01469_SEQ_12",""
13,"TEXT_BANALL030_01469_SEQ_13",""
14,"TEXT_BANALL030_01469_SEQ_14",""
15,"TEXT_BANALL030_01469_SEQ_15",""
16,"TEXT_BANALL030_01469_SEQ_16",""
17,"TEXT_BANALL030_01469_SEQ_17",""
18,"TEXT_BANALL030_01469_SEQ_18",""
19,"TEXT_BANALL030_01469_SEQ_19",""
20,"TEXT_BANALL030_01469_SEQ_20",""
21,"TEXT_BANALL030_01469_SEQ_21",""
22,"TEXT_BANALL030_01469_SEQ_22",""
23,"TEXT_BANALL030_01469_SEQ_23",""
24,"TEXT_BANALL030_01469_TODO_00","Livrer <hex:023313FF0A>EventItem<hex:03F61E89A4020203>"
25,"TEXT_BANALL030_01469_TODO_01","Parler à Robyn près de L'Escale du pêcheur"
26,"TEXT_BANALL030_01469_TODO_02","Donner <hex:023313FF0A>EventItem<hex:03F61E89A5020203> à Novv"
27,"TEXT_BANALL030_01469_TODO_03","Faire le guet à l'endroit désigné à Ombrelune en neutralisant les présences hostiles s'y trouvant"
28,"TEXT_BANALL030_01469_TODO_04","Parler à Novv à sa Couvée"
29,"TEXT_BANALL030_01469_TODO_05",""
30,"TEXT_BANALL030_01469_TODO_06",""
31,"TEXT_BANALL030_01469_TODO_07",""
32,"TEXT_BANALL030_01469_TODO_08",""
33,"TEXT_BANALL030_01469_TODO_09",""
34,"TEXT_BANALL030_01469_TODO_10",""
35,"TEXT_BANALL030_01469_TODO_11",""
36,"TEXT_BANALL030_01469_TODO_12",""
37,"TEXT_BANALL030_01469_TODO_13",""
38,"TEXT_BANALL030_01469_TODO_14",""
39,"TEXT_BANALL030_01469_TODO_15",""
40,"TEXT_BANALL030_01469_TODO_16",""
41,"TEXT_BANALL030_01469_TODO_17",""
42,"TEXT_BANALL030_01469_TODO_18",""
43,"TEXT_BANALL030_01469_TODO_19",""
44,"TEXT_BANALL030_01469_TODO_20",""
45,"TEXT_BANALL030_01469_TODO_21",""
46,"TEXT_BANALL030_01469_TODO_22",""
47,"TEXT_BANALL030_01469_TODO_23",""
48,"TEXT_BANALL030_01469_VOYCE_000_000_000","<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203><hex:021D0103>! On dirait bien que cet incident dépasse les frontières des Terres sylphes<hex:021D0103>!"
49,"TEXT_BANALL030_01469_VOYCE_000_000_001","Cette mystérieuse Sylvie a parlé des prémisses d'une affaire qui concernera toutes les régions d'Éorzéa... Je dois avouer que ça m'intrigue. "
50,"TEXT_BANALL030_01469_VOYCE_000_000_002","Accepteriez-vous de nous aider à comprendre ce qu'il se passe<hex:021D0103>? Vous qui avez déjà tant fait pour nous tous, je n'ose encore vous demander de l'aide, mais... "
51,"TEXT_BANALL030_01469_VOYCE_000_000_003","Mal<hex:02160103>heu<hex:02160103>reu<hex:02160103>se<hex:02160103>ment, nous n'avons pas vraiment de piste solide, hormis le fait que Sylvie a mentionné la Noscea, et un événement devant se répéter."
52,"TEXT_BANALL030_01469_VOYCE_000_000_004","Je connais un chercheur qui étudie là-bas, justement. Il connaît très bien la région et a beaucoup de contacts sur place... Peut-être qu'il pourrait vous aider dans votre enquête<hex:021D0103>?"
53,"TEXT_BANALL030_01469_VOYCE_000_000_005","Il s'appelle Guston et il est océanographe. Vous pourrez sans doute le trouver au Dauphin noyé, à cette heure de la journée. J'ai préparé une lettre que vous pourrez lui montrer. "
54,"TEXT_BANALL030_01469_VOYCE_000_000_006","Mon confrère océanographe s'appelle Guston, et c'est quelqu'un de très amical, vous verrez. Vous pourrez sans doute le trouver au Dauphin noyé, à cette heure de la journée. J'ai rédigé une lettre que vous pourrez lui montrer pour vous présenter. "
55,"TEXT_BANALL030_01469_GUSTON_000_000_010","C't'à quel sujet<hex:021D0103>? Y aura pas d'étude de terrain aujourd'hui, la mer est démontée.<hex:02100103>... Ah mais une seconde, je t'avais pris pour un membre d'mon équipage, mais en fait t'es aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03><hex:021D0103>?"
