key,0,1
#,,
offset,0,4
Int32,String,String
0,"TEXT_MANFST203_00675_SEQ_00","Baderon cherche un aventurier expérimenté pour lui venir en aide."
1,"TEXT_MANFST203_00675_SEQ_01","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>Cette quête a subi des mo<hex:02160103>di<hex:02160103>fi<hex:02160103>ca<hex:02160103>tions depuis que vous l'avez acceptée. Abandonnez-la et reparlez à Baderon à l'auberge du Dauphin noyé afin de la recommencer.<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>* Le guide de l'épopée vous indique votre prochaine quête. Il peut être affiché ou masqué à partir du menu Configuration personnage, rubrique Interface et fenêtres."
2,"TEXT_MANFST203_00675_SEQ_02","Rendez-vous au nord de Port-aux-Ales et parlez au garde des casaques jaunes en poste devant l'entrée de Sastasha."
3,"TEXT_MANFST203_00675_SEQ_03","Les casaques jaunes s'inquiètent de la présence d'intrus dans Sastasha. Ils soupçonnent la présence de Sahuagins et de pillards du serpent, et vous demandent d'enquêter sur place pour tirer au clair l'identité des fameux rôdeurs de la grotte.<hex:02100103>* Vous pouvez utiliser l'outil de mission afin de trouver des équipiers pour relever ce défi."
4,"TEXT_MANFST203_00675_SEQ_04","Au fond de Sastasha, vous avez découvert un camp de pirates. Comme les casaques jaunes le supposaient, des Sahuagins et des pillards du serpent utilisaient la grotte comme repaire. Retournez à Limsa Lominsa et racontez ce que vous avez vu à Baderon."
5,"TEXT_MANFST203_00675_SEQ_05","Baderon était très satisfait de votre travail, et vous a parlé d'une nouvelle mission. D'après lui, la guilde des aventuriers de Gridania cherche un aventurier pour effectuer une tâche un peu par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>re. Lorsque vous serez prêt<hex:020808E905FF02>e<hex:FF01><hex:03> à vous lancer dans cette nouvelle aventure, retournez lui parler."
6,"TEXT_MANFST203_00675_SEQ_06",""
7,"TEXT_MANFST203_00675_SEQ_07",""
8,"TEXT_MANFST203_00675_SEQ_08",""
9,"TEXT_MANFST203_00675_SEQ_09",""
10,"TEXT_MANFST203_00675_SEQ_10",""
11,"TEXT_MANFST203_00675_SEQ_11",""
12,"TEXT_MANFST203_00675_SEQ_12",""
13,"TEXT_MANFST203_00675_SEQ_13",""
14,"TEXT_MANFST203_00675_SEQ_14",""
15,"TEXT_MANFST203_00675_SEQ_15",""
16,"TEXT_MANFST203_00675_SEQ_16",""
17,"TEXT_MANFST203_00675_SEQ_17",""
18,"TEXT_MANFST203_00675_SEQ_18",""
19,"TEXT_MANFST203_00675_SEQ_19",""
20,"TEXT_MANFST203_00675_SEQ_20",""
21,"TEXT_MANFST203_00675_SEQ_21",""
22,"TEXT_MANFST203_00675_SEQ_22",""
23,"TEXT_MANFST203_00675_SEQ_23",""
24,"TEXT_MANFST203_00675_TODO_00","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>Cette quête a subi des mo<hex:02160103>di<hex:02160103>fi<hex:02160103>ca<hex:02160103>tions depuis que vous l'avez acceptée. Abandonnez-la et reparlez à Baderon à l'auberge du Dauphin noyé afin de la recommencer.<hex:0249020103><hex:0248020103>"
25,"TEXT_MANFST203_00675_TODO_01","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>Cette quête a subi des mo<hex:02160103>di<hex:02160103>fi<hex:02160103>ca<hex:02160103>tions depuis que vous l'avez acceptée. Abandonnez-la et reparlez à Baderon à l'auberge du Dauphin noyé afin de la recommencer.<hex:0249020103><hex:0248020103>"
26,"TEXT_MANFST203_00675_TODO_02","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>Cette quête a subi des mo<hex:02160103>di<hex:02160103>fi<hex:02160103>ca<hex:02160103>tions depuis que vous l'avez acceptée. Abandonnez-la et reparlez à Baderon à l'auberge du Dauphin noyé afin de la recommencer.<hex:0249020103><hex:0248020103>"
27,"TEXT_MANFST203_00675_TODO_03","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>Cette quête a subi des mo<hex:02160103>di<hex:02160103>fi<hex:02160103>ca<hex:02160103>tions depuis que vous l'avez acceptée. Abandonnez-la et reparlez à Baderon à l'auberge du Dauphin noyé afin de la recommencer.<hex:0249020103><hex:0248020103>"
28,"TEXT_MANFST203_00675_TODO_04","Parler à Baderon, à l'auberge du Dauphin noyé"
29,"TEXT_MANFST203_00675_TODO_05",""
30,"TEXT_MANFST203_00675_TODO_06",""
31,"TEXT_MANFST203_00675_TODO_07",""
32,"TEXT_MANFST203_00675_TODO_08",""
33,"TEXT_MANFST203_00675_TODO_09",""
34,"TEXT_MANFST203_00675_TODO_10",""
35,"TEXT_MANFST203_00675_TODO_11",""
36,"TEXT_MANFST203_00675_TODO_12",""
37,"TEXT_MANFST203_00675_TODO_13",""
38,"TEXT_MANFST203_00675_TODO_14",""
39,"TEXT_MANFST203_00675_TODO_15",""
40,"TEXT_MANFST203_00675_TODO_16",""
41,"TEXT_MANFST203_00675_TODO_17",""
42,"TEXT_MANFST203_00675_TODO_18",""
43,"TEXT_MANFST203_00675_TODO_19",""
44,"TEXT_MANFST203_00675_TODO_20",""
45,"TEXT_MANFST203_00675_TODO_21",""
46,"TEXT_MANFST203_00675_TODO_22",""
47,"TEXT_MANFST203_00675_TODO_23",""
48,"TEXT_MANFST203_00675_BADERON_000_5","Merci encore d'être venu<hex:020808E905FF02>e<hex:FF01><hex:03> jusqu'ici exprès pour m'écouter<hex:021D0103>!"
49,"TEXT_MANFST203_00675_BADERON_000_6","En fait, on m'a parlé d'individus louches qui se réuniraient aux alentours de Sastasha. J'aimerais que tu ailles enquêter sur place pour tirer ça au clair."
50,"TEXT_MANFST203_00675_BADERON_000_7","Je sais que c'est pas très précis comme tuyau, mais malheureusement j'en sais pas plus. "
51,"TEXT_MANFST203_00675_BADERON_000_8","Depuis la fameuse affaire du Martinet, qui a été réglée grâce à ton aide, les gens dans le coin ont les nerfs à fleur de peau."
52,"TEXT_MANFST203_00675_BADERON_000_9","Ici, à Limsa Lominsa, nous nous remettons tout juste d'une affaire de complot des Sahuagins et des pillards du serpent... Les gens dans le coin sont à cran, comme tu peux t'en douter."
53,"TEXT_MANFST203_00675_REYNER_000_10","Laisse-moi prendre la suite, Baderon."
54,"TEXT_MANFST203_00675_BADERON_000_11","Ah, capitaine Hansred<hex:021D0103>! J'ai pas l'habitude d'avoir des casaques jaunes aussi haut placées qui descendent dans mon éta<hex:02160103>blis<hex:02160103>se<hex:02160103>ment<hex:021D0103>!"
55,"TEXT_MANFST203_00675_REYNER_000_12","<hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>Bonsoir<hex:FF08>Bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>Bonjour<hex:FF08>Bonsoir<hex:03><hex:03>, <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>. J'ai appris que tu étais de retour parmi nous, alors je suis venu en personne."
