key,0,1
#,,
offset,0,4
Int32,String,String
0,"TEXT_CLSGLD502_02070_SEQ_00","Serendipity trépigne d'impatience à l'idée de vous présenter quelqu'un."
1,"TEXT_CLSGLD502_02070_SEQ_01","Serendipity vous a appris qu'un négociant des Joyaux d'Eshtaime souhaitait vous rencontrer pour une commande. Allez vite rencontrer Marcel devant la bijouterie uldienne."
2,"TEXT_CLSGLD502_02070_SEQ_02","Vous avez rencontré Marcel, le célèbre négociant de la maison Eshtaime, qui vous a expliqué en quoi consisterait la commande. Sa cliente cherche un cadeau à offrir à son mari, mais n'a pas donné de détails précis sur ce qu'elle voulait. Marcel vous propose de réfléchir aux paroles d'un de ses aînés et d'interroger Serendipity, maître de la guilde, et Momodi, des Sables mouvants, pour trouver l'inspiration."
3,"TEXT_CLSGLD502_02070_SEQ_03","Vous avez demandé conseil à Serendipity et à Momodi, retournez voir Marcel pour lui faire part de leurs idées."
4,"TEXT_CLSGLD502_02070_SEQ_04","Alors que vous discutiez avec Marcel, la cliente, Jeweled Peak, a fait son entrée. Vous avez, au cours de la con<hex:02160103>ver<hex:02160103>sa<hex:02160103>tion, eu l'idée de fabriquer une boîte à musique, ce qui cor<hex:02160103>res<hex:02160103>pon<hex:02160103>drait par<hex:02160103>fai<hex:02160103>te<hex:02160103>ment à l'énoncé dont Marcel souhaitait s'inspirer. Continuez de réfléchir avec lui sur les détails de l'exécution.<hex:02100103>* Marcel propose la prochaine quête aux orfèvres de niveau 53."
5,"TEXT_CLSGLD502_02070_SEQ_05",""
6,"TEXT_CLSGLD502_02070_SEQ_06",""
7,"TEXT_CLSGLD502_02070_SEQ_07",""
8,"TEXT_CLSGLD502_02070_SEQ_08",""
9,"TEXT_CLSGLD502_02070_SEQ_09",""
10,"TEXT_CLSGLD502_02070_SEQ_10",""
11,"TEXT_CLSGLD502_02070_SEQ_11",""
12,"TEXT_CLSGLD502_02070_SEQ_12",""
13,"TEXT_CLSGLD502_02070_SEQ_13",""
14,"TEXT_CLSGLD502_02070_SEQ_14",""
15,"TEXT_CLSGLD502_02070_SEQ_15",""
16,"TEXT_CLSGLD502_02070_SEQ_16",""
17,"TEXT_CLSGLD502_02070_SEQ_17",""
18,"TEXT_CLSGLD502_02070_SEQ_18",""
19,"TEXT_CLSGLD502_02070_SEQ_19",""
20,"TEXT_CLSGLD502_02070_SEQ_20",""
21,"TEXT_CLSGLD502_02070_SEQ_21",""
22,"TEXT_CLSGLD502_02070_SEQ_22",""
23,"TEXT_CLSGLD502_02070_SEQ_23",""
24,"TEXT_CLSGLD502_02070_TODO_00","Parler à Marcel aux Joyaux d'Eshtaime"
25,"TEXT_CLSGLD502_02070_TODO_01","Parler à Serendipity à la guilde des orfèvres"
26,"TEXT_CLSGLD502_02070_TODO_02","Parler à Momodi aux Sables mouvants"
27,"TEXT_CLSGLD502_02070_TODO_03","Retrouver Marcel aux Joyaux d'Eshtaime"
28,"TEXT_CLSGLD502_02070_TODO_04",""
29,"TEXT_CLSGLD502_02070_TODO_05",""
30,"TEXT_CLSGLD502_02070_TODO_06",""
31,"TEXT_CLSGLD502_02070_TODO_07",""
32,"TEXT_CLSGLD502_02070_TODO_08",""
33,"TEXT_CLSGLD502_02070_TODO_09",""
34,"TEXT_CLSGLD502_02070_TODO_10",""
35,"TEXT_CLSGLD502_02070_TODO_11",""
36,"TEXT_CLSGLD502_02070_TODO_12",""
37,"TEXT_CLSGLD502_02070_TODO_13",""
38,"TEXT_CLSGLD502_02070_TODO_14",""
39,"TEXT_CLSGLD502_02070_TODO_15",""
40,"TEXT_CLSGLD502_02070_TODO_16",""
41,"TEXT_CLSGLD502_02070_TODO_17",""
42,"TEXT_CLSGLD502_02070_TODO_18",""
43,"TEXT_CLSGLD502_02070_TODO_19",""
44,"TEXT_CLSGLD502_02070_TODO_20",""
45,"TEXT_CLSGLD502_02070_TODO_21",""
46,"TEXT_CLSGLD502_02070_TODO_22",""
47,"TEXT_CLSGLD502_02070_TODO_23",""
48,"TEXT_CLSGLD502_02070_SERENDIPITY_000_000","Ah, <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>, bon<hex:020831E3E90C0DFF15><hex:020811E3E90C05FF05>soir<hex:FF05>jour<hex:03><hex:FF15><hex:020811E3E90C12FF05>jour<hex:FF05>soir<hex:03><hex:03>, vous tombez bien<hex:021D0103>! Hum<hex:021D0103>? Non, il n'y a aucun problème, ni aucune corvée à déléguer, je suis juste contente de vous voir<hex:021D0103>!"
49,"TEXT_CLSGLD502_02070_SERENDIPITY_000_001","Figurez-vous que j'aimerais vous présenter quelqu'un. Il s'agit de monsieur Marcel... Mais oui, vous avez bien entendu<hex:021D0103>! C'est un négociant en joaillerie à qui Les Joyaux d'Eshtaime ne confient que leurs clients les plus prestigieux. Il aimerait vous passer commande, apparemment."
50,"TEXT_CLSGLD502_02070_SERENDIPITY_000_002","Et pour qu'il vous réclame tout par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement, c'est que votre réputation est sacrément bonne, foi de Serendipity<hex:021D0103>! Il ne traite qu'avec la crème de la crème de l'élite de l'élite des orfèvres<hex:021D0103>!"
51,"TEXT_CLSGLD502_02070_SERENDIPITY_000_003","Selon moi, cet honneur est tout à fait mérité. Je lui ai dit que je vous enverrais aussi rapidement que possible, allez donc le trouver devant Les Joyaux d'Eshtaime<hex:021D0103>!"
52,"TEXT_CLSGLD502_02070_SERENDIPITY_000_010","Pour que monsieur Marcel réclame tout par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement un de nos orfèvres, c'est que sa réputation est excellente. C'est réservé seulement à la crème de la crème de l'élite de l'élite des orfèvres, et tout à fait mérité dans votre cas<hex:021D0103>!"
53,"TEXT_CLSGLD502_02070_SERENDIPITY_000_011"," Je lui ai dit que je vous enverrais aussi rapidement que possible, allez donc le trouver devant Les Joyaux d'Eshtaime<hex:021D0103>!"
54,"TEXT_CLSGLD502_02070_MARCEL_000_030","Vous êtes <hex:020815E905FF07>Madame<hex:FF09>Monsieur<hex:03> <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0303>, c'est bien cela<hex:021D0103>? Je suis Marcel, de la maison Eshtaime."
55,"TEXT_CLSGLD502_02070_MARCEL_000_031","Je regrette d'entrer dans le vif du sujet aussi rapidement, mais j'aimerais vous proposer un travail. Puisque vous m'êtes recommandé<hex:020808E905FF02>e<hex:FF01><hex:03> par ma<hex:02160103>de<hex:02160103>moi<hex:02160103>sel<hex:02160103>le Serendipity elle-même, je me sens disposé à vous confier une commande tout de suite."
